NR Palety;Item Desc;EAN;ASIN;LPN;ilość;Unit Retail;WARTOŚĆ;DEPARTMENT;GL DESCRIPTION;CategoryCode;CATEGORY;SubcatCode;SUBCATEGORY;;;SUMA;Odbiorca:;Restock;18,00%;;;;;;;;
AM38160_90029531567;Hnmdmyi Kissenbezug Boho 40x40 4er Set, Blau Vintage Geometrische Mandala Floral Dekorative KissenbezĂĽge Leinen Quadratische KissenhĂĽlle fĂĽr Sofa Couch Bett Garten Outdoor Home Decor;;B0C1Z2Y4T5;LPNRP042677851;1;15,06;15,06;Home;gl_home;;;;;;;;;;;;;;;;;;
AM38160_90029531567;3 StĂĽck Glas-Seifenspender, 500 ml, vielseitiger Lotion-FlĂĽssigseifenspender, Handseifenspender mit Pumpe fĂĽr Badezimmer, Arbeitsplatte, KĂĽche, WaschkĂĽche (grau);6,18203E+11;B0B2DT88TN;LPNWE299503970;1;15,03;15,03;Home;gl_home;20100700;Home Decor;20100701;Accessory & Decoration;;;;;;;;;;;;;;
AM38160_90029531567;Sengled LED-Smart-GlĂĽhbirne (E27), fĂĽr Matter und Alexa geeignet, mehrfarbig, entspricht 60 W, 800 LM, sofortige Kopplung, Matter-kompatible Plattform erforderlich, 2,4 GHz, WLAN, 1er-Pack;6,95554E+12;B0C9JPH7Z8;LPNHE885420916;1;14,99;14,99;Home;gl_home;20100900;Lighting;20100922;LED Bulbs;;;;;;;;;;;;;;
AM38160_90029531567;Zivacate Hunde Trinkflasche 600 ML Multifunktion Tragbare Hundetrinkflasche fĂĽr unterwegs mit 100g FutterbehĂ¤lter und Kotbeutelspender fĂĽr Welpen und Katzen Reise ZubehĂ¶r Wasserspender (Blau);9,33192E+12;B0C5SFWMD7;LPNHE942755924;1;14,99;14,99;Pet Products;gl_pet_products;19900200;Habitats & Supplies;19900218;Feeding Supplies;;;;;;;;;;;;;;
AM38160_90029531567;Lucky Reptile Thermometer Deluxe;4,04048E+12;B002CWR994;LPNHE928891051;1;14,99;14,99;Pet Products;gl_pet_products;19900800;Aquaristics and Terraristics;19900804;Terraristic Supplies;;;;;;;;;;;;;;
AM38160_90029531567;KollyKolla Gourde Isotherme 1L, Gourde Inox avec en Paille, Bouteille Isotherme sans BPA, Anti-Fuite, RĂ©utilisable Gourdes pour Enfant, Adultes, Sport, Gym, Voyage, Ă‰cole, Cyclisme - 2 Couvercles;7,21546E+11;B0C96D1BKM;LPNHE945429761;1;14,99;14,99;Home;gl_home;20100800;Housewares;20100804;Food & Beverage Containers;;;;;;;;;;;;;;
AM38160_90029531567;Tierhood Halskrause Hund - Aufblasbarer Hundekragen Leckschutz - Halskrause weich - Kragen fĂĽr Hunde nach OP - Schutzkragen Hund - Rasche Genesung an verletzten oder operierten Stellen - L;4,26075E+12;B0B5D85BLF;LPNRP046459755;1;14,955;14,955;Pet Products;gl_pet_products;;;;;;;;;;;;;;;;;;
AM38160_90029531567;Intex - 64756 - Matelas Gonflable Classic Downy - 1 Pers, Blu;6,94106E+12;B07LH45G51;LPNHE943496096;1;14,94;14,94;Home;gl_home;20100800;Housewares;20100808;Home Storage & Organization;;;;;;;;;;;;;;
AM38160_90029531567;Fackelmann 45442 Mortier et pilon, mortier pilon cuisine, cuisine accessoires, mortiers et pilons, ustensiles de cuisine, Porcelaine, 11,5 x 6,5 cm, Blanc;4,00803E+12;B0086UDNEG;LPNHE943279966;1;14,84;14,84;Home;gl_home;20101300;Tools, Gadgets & Barware;20101306;Cocktail Shakers;;;;;;;;;;;;;;
AM38160_90029531567;BOOTEEK 96 Led Cuisine Sous Meuble, Lampe cuisine avec 3 Couleurs, 40CM Lampe de Placard Led Sans Fil Rechargeable 3000mAh pour LumiĂ¨re Cuisines, Couloirs, Garage;7,68562E+11;B0CXDQXML9;LPNHE941271803;1;14,685;14,685;Home;gl_home;;;;;;;;;;;;;;;;;;
AM38160_90029531567;Kovshuiwe 180x120x74cm Housses de meubles de jardin,Housse Salon De Jardin ImpermĂ©ables,Housse Salon de Jardin, Housse de Table ExtĂ©rieur BĂ˘che Tissu 420D Oxford,Anti-UV;;B095SCG5HH;LPNHE942877459;1;14,445;14,445;Home;gl_home;;;;;;;;;;;;;;;;;;
AM38160_90029531567;NIZEAMI Lot de 6 PrĂ©Sentoirs Ă  Chaussures Flottants, PrĂ©Sentoir Ă  Chaussures en LĂ©Vitation Ă  Mural pour Collection de Baskets ou BoĂ®Te Ă  Chaussures;4,89492E+12;B0BHZF4JLP;LPNHE930849454;1;14,325;14,325;Home;gl_home;;;;;;;;;;;;;;;;;;
AM38160_90029531567;HoneyHolly Edelstahl Trinkflasche, 500ml BPA-frei, Thermosflasche, Isolierflasche Doppelwandige, Wasserflasche, Auslaufsicher, 18/8 Edelstahl, Thermoskanne fĂĽr Sport, Camping, Schule;6,02397E+11;B0DJMCFKQM;LPNHE882088093;1;14,11;14,11;Home;gl_home;20101300;Tools, Gadgets & Barware;20101331;Tools, Gadgets & Barware Other;;;;;;;;;;;;;;
AM38160_90029531567;Mepal - Trinkflasche Pop-up Campus - Wasserflasche - Little Dutch - Auslaufsichere Flasche fĂĽr die Schule - Wiederverwendbar - BPA-frei & SpĂĽlmaschinenfest - 400 ml - Little Farm;8,72029E+12;B0CVLGB2VT;LPNRP038690723;1;14,06;14,06;Home;gl_home;20100800;Housewares;20100821;Water Filters & Accessories;;;;;;;;;;;;;;
AM38160_90029531567;Amazon Basics Drap Housse, 180 x 200 x 30 cm, en Polyester Microfibre pour Matelas Ă‰pais jusqu'Ă  30 cm, CrĂ¨me;8,4171E+11;B00Q4TP33A;LPNHE946349860;1;13,86;13,86;Home;gl_home;20101000;Linens;20101016;Fitted Sheets;;;;;;;;;;;;;;
AM38160_90029531567;Amazon Basics Ampoule LED E27 A60 avec culot Ă  vis, 10.5W (Ă©quivalent ampoule incandescente 75W), blanc chaud, dimmable - Lot de 2;8,4171E+11;B06Y3FFH9L;LPNHE940408458;1;13,49;13,49;Home;gl_home;20100900;Lighting;20100922;LED Bulbs;;;;;;;;;;;;;;
AM38160_90029531567;sodastream Carafe en Verre pour Machine Ă  Eau PĂ©tillante Duo, Transparente, Bouteille en Verre Compatible Lave-Vaisselle, 1 L;7,29011E+12;B096VYRQK6;LPNHE945331061;1;13,33;13,33;Home;gl_home;20100800;Housewares;20100807;Home Soda Makers;;;;;;;;;;;;;;
AM38160_90029531567;Mepal - KnĂ¤ckebrotbox Stora - Aufbewahrungsbox fĂĽr Cracker & KnĂ¤ckebrot - Luftdichte KnĂ¤ckebrotbox mit Deckel - Ideal zur Aufbewahrung einer Packung KnĂ¤ckebrot - 1600 ml - White;8,71127E+12;B00UACWZ5Q;LPNRP038678512;1;13,1;13,1;Home Improvement;gl_home_improvement;6010000;Hand Tools;6010037;Storage;;;;;;;;;;;;;;
AM38160_90029531567;Paulmann 93072 Nova LED Einbauleuchte Modul 3-Step-Dim Coin rund 50mm 6W 530lm 230V 4000K Satin rund dimmbar Deckenspot Kunststoff;4,00087E+12;B09HZYG98Q;LPNHE942125644;1;12,99;12,99;Home;gl_home;20100900;Lighting;20100922;LED Bulbs;;;;;;;;;;;;;;
AM38160_90029531567;Eachui Doppelglockenwecker mit Nachtlicht, Lauter Alarm, Wecker Analog mit groĂźes Zifferblatt von 4 Zoll, kein Ticken, gerĂ¤uschlos, Wecker Batteriebetrieben, Retro Design (Schwarz);6,75234E+11;B07HG4BWJ5;LPNRP040434084;1;12,99;12,99;Home;gl_home;;;;;;;;;;;;;;;;;;
AM38160_90029531567;Borraccia Motivazionale 1,5l, Borraccia Palestra, a Prova di Perdite, Borraccia con Orari per Bere, Borraccia 1 litro e mezzo per Adulto, Ciclismo, Lavoro, Scuola, Yoga, Ufficio, Trekking, Fitness;6,02397E+11;B0DPWCG5HF;LPNHE928776568;1;12,99;12,99;Sports;gl_sports;20101300;Tools, Gadgets & Barware;20101331;Tools, Gadgets & Barware Other;;;;;;;;;;;;;;
AM38160_90029531567;Sitram PPRIMJ Joint d'autocuiseur Sitraforza 4-6-8-10-13 L;3,66377E+12;B000VWTI6E;LPNHE942583562;1;12,9;12,9;Home;gl_home;20100400;Cookware;20100416;Pressure Cookers;;;;;;;;;;;;;;
AM38160_90029531567;Vinabo Espejo de Coche para bebĂ©, versiĂłn Mejorada, Espejo de bebĂ© con Clip de Gancho, Espejo de Cochecito con Bloqueo de Marcha atrĂˇs, Seguridad, Espejo de Coche Giratorio de 360Â°, Esencial;7,40502E+11;B0CJ2S5D7C;LPNWE276306290;1;12,74;12,74;Home;gl_home;20101200;Tabletop;20101224;Serveware Trays & Platters;;;;;;;;;;;;;;
AM38160_90029531567;edihome, Bilderrahmen A3, (1 StĂĽck), 29,7 x 42, Holz, Photo Frame, Rahmen din a3, fĂĽr Diplome, bruchsicheres Acrylglas, fĂĽr Poster und Bilder, Hoch- und Querformat (Braun, 1 StĂĽck);8,4366E+12;B0C62C6LTG;LPNHE930485982;1;12,5;12,5;Apparel;gl_apparel;19305500;Baby Accessories;19305510;Gloves;;;;;;;;;;;;;;
AM38160_90029531567;Ferplast - Biberon drinky 600 large fpi4663 - Coloris alĂ©atoire;8,01069E+12;B001N00HOA;LPNHE945192527;1;12,45;12,45;Pet Products;gl_pet_products;19900200;Habitats & Supplies;19900212;Habitats;;;;;;;;;;;;;;
AM38160_90029531567;Gutluz Peinture au numĂ©ro (CD151) pour adultes, 40 x 50 cm, motif paysage floral japonais;;B0DHX9RVLS;LPNHE941247810;1;12,015;12,015;Home;gl_home;;;;;;;;;;;;;;;;;;
AM38160_90029531567;OSRAM Lampada LED Vintage 1906 Classic GLOBE125 FIL 60, E27, Dimmerabile, Forma Globo, Oro, 8.4 W, 806 lm, 2400 K, Luce Bianca molto calda, basso consumo, lunga durata;4,09985E+12;B0CQCLH653;LPNHE911592382;1;11,99;11,99;Home;gl_home;20100900;Lighting;20100922;LED Bulbs;;;;;;;;;;;;;;
AM38160_90029531567;Amazon Basics Drehbares Ablagefach Lazy Susan, transparent, Organizer, 22,9 cm, 2 StĂĽck;8,40324E+11;B0BR1S92ZJ;LPNHK396067775;1;11,87;11,87;Home;gl_home;20100800;Housewares;20100808;Home Storage & Organization;;;;;;;;;;;;;;
AM38160_90029531567;OSRAM LĂˇmpara LED DULUX D 26 para base G24D-3, 9 vatios, 1100 lĂşmenes, luz blanca frĂ­a (4000 K), giratoria, reemplazo de una bombilla convencional de 26 W;4,05808E+12;B097NCX8QW;LPNWE291440211;1;11,75;11,75;Home;gl_home;20100900;Lighting;20100922;LED Bulbs;;;;;;;;;;;;;;
AM38160_90029531567;Fackelmann 32131 Lot de 6 fourchettes Ă  escargots, Fourchette, Fourchette Ă  crustacĂ©s, Acier Inoxydable, ArgentĂ©, 12,5 cm;4,00803E+12;B013CARR78;LPNHE946167651;1;11,39;11,39;Home;gl_home;20101300;Tools, Gadgets & Barware;20101325;Seafood Tools;;;;;;;;;;;;;;
AM38160_90029531567;MIULEE 2er Set KĂĽhlender Kissenbezug Atmungsaktiv KĂĽhlkissenbezug fĂĽr heiĂźe SommernĂ¤chte Arc-Chill & Bambusfaser Doppeldesign KĂĽhlkissen KissenhĂĽlle hautfreundliche KopfkissenbezĂĽge 50x75 cm Grau;;B09XDNVD3L;LPNHE942879248;1;11,385;11,385;Home;gl_home;;;;;;;;;;;;;;;;;;
AM38160_90029531567;Katzen Schlafsack, Cat Winter Sleeping Bag, Schlafsack Katze, Cat Sleeping Bag, GemĂĽtliches Katzenbett fĂĽr Hauskatzen, Pet Sleeping Bag Gifts for Small Cats and Dogs(Brown);;B0DS14F6C5;LPNRP038676092;1;11,325;11,325;Pet Products;gl_pet_products;;;;;;;;;;;;;;;;;;
AM38160_90029531567;Trixie Poisoned KĂ¶derschutz Polyester, l;4,01191E+12;B071GWVVG1;LPNRP041974269;1;10,79;10,79;Pet Products;gl_pet_products;19900400;Training & Behaviour;19900402;Training & Behavioural Aids;;;;;;;;;;;;;;
AM38160_90029531567;Philips LEDclassic Lampe 150W, E27, neutralweič„˝ (4000 Kelvin), 2452 Lumen, klar;8,7187E+12;B08K2Z39MS;LPNHK396191786;1;10,35;10,35;Home;gl_home;20100900;Lighting;20100922;LED Bulbs;;;;;;;;;;;;;;
AM38160_90029531567;Aufblasbare Halskrause Hund mit Kegel fĂĽr Hunde & Katzen,Einstellbar Leckschut Hundekragen & Bequem katzenkragen fĂĽr Genesung nach Operationen oder Wunden (S);;B0CKHWCCBX;LPNRP040003015;1;10,02;10,02;Pet Products;gl_pet_products;;;;;;;;;;;;;;;;;;
AM38160_90029531567;Emsa 514549 CLIP & CLOSE EiswĂĽrfelbox, mit Frischedeckel, fĂĽr 24 EiswĂĽrfel, Flexibler Boden, 100 Prozent Dicht, selbst im gekippten Zustand, Blau, 22,6 x 16,5 x 4,9 cm;4,00905E+12;B017XYB27K;LPNRP042677826;1;9,99;9,99;Home;gl_home;20100400;Cookware;20100405;Cookware Sets;;;;;;;;;;;;;;
AM38160_90029531567;Philips LED Lampadina a Filamento, Equivalente A 150W, Attacco E27, Luce Bianca Calda;8,7187E+12;B08K33NKXK;LPNHE935323235;1;9,95;9,95;Home;gl_home;20100900;Lighting;20100922;LED Bulbs;;;;;;;;;;;;;;
AM38160_90029531567;OSRAM Superstar dimmbare LED-Lampe mit besonders hoher Farbwiedergabe (CRI90) fĂĽr E14-Sockel, Filament-Optik ,WarmweiĂź (2700K), 470 Lumen, Ersatz fĂĽr herkĂ¶mmliche 40W-Leuchtmittel, dimmbar, 1-er Pack;4,05808E+12;B0BG8VFMSZ;LPNHK395842428;1;8,99;8,99;Home;gl_home;20100900;Lighting;20100922;LED Bulbs;;;;;;;;;;;;;;
AM38160_90029531567;OSRAM Smart+ LED, ZigBee Lampe mit E14 Sockel, warmweiĂź bis tageslicht (2700K - 6500K), dimmbar, Direkt kompatibel mit Echo Plus und Echo Show (2. Gen.), Kompatibel mit Philips Hue Bridge;4,05808E+12;B0747VDHG3;LPNHE931425135;1;8,95;8,95;Home;gl_home;20100900;Lighting;20100922;LED Bulbs;;;;;;;;;;;;;;
AM38160_90029531567;PandaHall Gewachstem Baumwollfaden Schnur 1 mm;6,02465E+11;B015U95T1U;LPNRP023001614;1;8,39;8,39;Home;gl_home;20100800;Housewares;20100816;Non Electric Floorcare;;;;;;;;;;;;;;
AM38160_90029531567;Backpapier fĂĽr HeiĂźluftfritteuse, 27cm Backpapier Airfryer 100 StĂĽck Luftfritteuse Pergamentpapier Rund, Antihaft-Einweg HeiĂźluftfritteuse Pergamentpapier Liner fĂĽr Bratpfanne, Ofen, Mikrowelle;7,30638E+11;B09T8ZSLTT;LPNHE921473756;1;8,07;8,07;Home;gl_home;;;;;;;;;;;;;;;;;;
AM38160_90029531567;Stiftebecher Fussball, Kreativer runder FuĂźball-Stifthalter Kinder-Stifthalter Multifunktions FuĂźball-Briefpapier Bleistift-Organizer BĂĽro-Organizer Schreibtischdekoration;;B0B8813JJ4;LPNHE946356765;1;7,935;7,935;Home;gl_home;;;;;;;;;;;;;;;;;;
AM38160_90029531567;Nobleza - Collerette Chien Gonflable, Ajustable Collier de RĂ©cupĂ©ration Chien Chat, Collerette pour Chien Anti LĂ©chage Collerette Chat Anti Grattage avec Velcro (Bleu, L);8,71914E+12;B098DVBHWL;LPNHE943031725;1;7,905;7,905;Pet Products;gl_pet_products;;;;;;;;;;;;;;;;;;
AM38160_90029531567;BESPORTBLE Eisgesprungene Kristallkugel Dekorative Glaskugel Ornamente Wasserbrunnen Feng-Shui-Kugel Kristallglaskugel Mit StĂ¤nder Als HeimbĂĽro-Dekoration;;B0D1FZQLCW;LPNHK384017568;1;7,8;7,8;Home;gl_home;;;;;;;;;;;;;;;;;;
AM38160_90029531567;Whaline chimoo Ă¶lsprĂĽHer fĂĽr SpeiseĂ¶l,2 In 1 Ă¶l SprĂĽhflasche 470ml Ă¶lsprĂĽher fĂĽr HeiĂźluftfritteuse Glas Oil Sprayer KĂ¶Nnen Ă¶lspray und GieĂźen Zum Kochen,Grillen,KĂĽche, HeiĂźluftfritteuse,Backen,Salat;;B0D49934FT;LPNHE941235094;1;6,84;6,84;Home;gl_home;;;;;;;;;;;;;;;;;;
AM38160_90029531567;ProtĂ¨ge Matelas 160x190 cm AlĂ¨se Impermeable Drap Housse en Coton et Microfibre Protection Lit pour Adulte et Bebe Alaise pour Incontinence Anti-Acarien Couvre-Matelas Pipi Lavable en Machine;5,06088E+12;B0C5N4B7B1;LPNHE941094224;1;6,795;6,795;Home;gl_home;;;;;;;;;;;;;;;;;;
AM38160_90029531567;HIOQFR 8 PiĂ¨ces Feuilles de Toile en Maille Plastique 30x20cm Canevas Broderie Aida Point de Croix Grille Rigide pour Sac, Artisanat Bricolage;;B0CXXQLNLL;LPNHE945169768;1;6,66;6,66;Home;gl_home;;;;;;;;;;;;;;;;;;
AM38160_90029531567;Tirelire Panda Ă©lectronique pour Enfants et Adultes - avec Patte de Pandas pour PiĂ¨ces - Tirelire DrĂ´le pour Petite Monnaie - Petite Caisse D'Ă©pargne Ă©lectrique - Tirelire Panda;6,19794E+11;B082YVXS26;LPNHE941397001;1;6,42;6,42;Home;gl_home;;;;;;;;;;;;;;;;;;
AM38160_90029531567;Marypaty Lampada da Scrivania per Bambini, Lampada da Tavolo Bambini Cameretta, Lampada da Tavolo Bambini Cameretta, Lampada da Tavolo per Bambini per Lettori di Notte, USB (Rosa);;B0CRHKQ97V;LPNHE942877445;1;6,09;6,09;Home;gl_home;;;;;;;;;;;;;;;;;;
AM38160_90029531567;Trixie - Ciotola in acciaio con rivestimento in plastica per cani, Colori Assortiti, 0.4 l, Ă¸14 cm, 1 pezzo;4,01191E+12;B008AH41LO;LPNRP040324095;1;5,49;5,49;Pet Products;gl_pet_products;19900200;Habitats & Supplies;19900218;Feeding Supplies;;;;;;;;;;;;;;
AM38160_90029531567;Trixie - Ciotola in acciaio con rivestimento in plastica per cani, Colori Assortiti, 0.4 l, Ă¸14 cm, 1 pezzo;4,01191E+12;B008AH41LO;LPNHE933723030;1;5,49;5,49;Pet Products;gl_pet_products;19900200;Habitats & Supplies;19900218;Feeding Supplies;;;;;;;;;;;;;;
AM38160_90029531567;Bialetti Ricambi, Include 3 Guarnizioni e 1 Piastrina, Compatibili con Moka Express, Dama, Elettrica e Mini Express, 2 Tazze;8,00636E+12;B09T9939RV;LPNHE942012327;1;5,25;5,25;Home;gl_home;20101300;Tools, Gadgets & Barware;20101307;Coffee & Tea Accessories;;;;;;;;;;;;;;
AM38160_90029531567;BONNYCO Specchio da Parete 3 Pezzi Specchio Rotondo da Parete per Decorazioni Casa, Camera da Letto e Soggiorno | Specchiera Dorato Decorativo e da Appendere | Idee Regalo Originali Donna e Mamma;8,43659E+12;B08PKRY5XK;LPNHE911636083;1;5,235;5,235;Home;gl_home;20100700;Home Decor;20100701;Accessory & Decoration;;;;;;;;;;;;;;
AM38160_90029531567;sera 8847 glass clear S mit diesem Magneten lassen sich Glasscheiben eines Aquariums unkompliziert reinigen, 6 mm;4,00194E+12;B00ITU1D2M;LPNHE945414923;1;4,62;4,62;Pet Products;gl_pet_products;19900800;Aquaristics and Terraristics;19900802;Aquaristic Supplies;;;;;;;;;;;;;;
AM38160_90029531567;Taie d'oreiller pour Enfant de Taille 33x45 en Coton Oeko-TEX - Housse Coussin Douce et Confortable - Taie Oreiller Enfant - IdĂ©al pour la Chambre du Tout-Petit - AdaptĂ© pour coussin enfant maternelle;3,77002E+12;B0BXJMPL1W;LPNHE928883357;1;3,015;3,015;Home;gl_home;;;;;;;;;;;;;;;;;;
AM38160_90029531567;Silbato de alta frecuencia para perros TRIXIE, 1 silbato, acero;4,01191E+12;B0009585OY;LPNRP021649609;1;1,98;1,98;Furniture;gl_furniture;19900300;Apparel & Leashes;19900402;Training & Behavioural Aids;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
